Stats for output/20231210163440/Auto:
Makespan:
Instance,N ops,Makespan UB,Makespan 1st sol,Gap 1st sol,Time to 1st sol,Makespan best,Gap best,time to best,Makespan LB,Optimum
B737NG-600-01-Anon,16,1920,32,0.0,0.017315068,32,0.0,0.017315068,32,true
B737NG-600-02-Anon,29,1920,49,0.3611111111111111,0.05463879,36,0.0,0.056392705,36,true
B737NG-600-03-Anon,41,1920,64,0.3617021276595745,0.150935228,47,0.0,0.155252062,47,true
B737NG-600-04-Anon,54,1920,40,0.21212121212121213,0.28448465,33,0.0,0.302054184,33,true
B737NG-600-05-Anon,63,1920,70,0.2727272727272727,0.42407093,55,0.0,0.446694884,55,true
B737NG-600-06-Anon,105,1920,166,0.18571428571428572,0.521619236,142,0.014285714285714285,1.176437062,140,false
B737NG-600-07-Anon,104,1920,227,0.7196969696969697,0.614977513,132,0.0,1.289276359,132,true
B737NG-600-08-Anon,111,1920,112,1.1538461538461537,0.567087977,68,0.3076923076923077,1.232497906,52,false
B737NG-600-09-Anon,145,1920,115,0.5333333333333333,0.726573919,87,0.16,2.165573591,75,false
B737NG-600-10-Anon,126,1920,143,0.5543478260869565,0.644273415,110,0.1956521739130435,1.68083461,92,false
B737NG-600-20-Anon,294,1920,635,0.2378167641325536,1.445785344,574,0.1189083820662768,6.846424877,513,false
B737NG-600-30-Anon,442,1920,694,0.3371868978805395,1.925470912,607,0.16955684007707128,9.825513226,519,false
B737NG-600-40-Anon,588,1920,736,0.2867132867132867,3.655804463,690,0.2062937062937063,63.022803885,572,false
B737NG-600-50-Anon,729,1920,960,0.36752136752136755,5.750051823,869,0.2378917378917379,35.319890536,702,false
B737NG-600-60-Anon,890,1920,976,0.508500772797527,9.404445941,844,0.3044822256568779,48.177544668,647,false
B737NG-600-70-Anon,1028,1920,696,0.8031088082901554,10.456760328,615,0.5932642487046632,81.823590263,386,false
B737NG-600-80-Anon,1166,1920,1023,0.5,15.236777928,932,0.36656891495601174,88.210501819,682,false
B737NG-600-90-Anon,1310,1920,1409,0.9066305818673883,18.819125437,1053,0.4248985115020298,156.333400472,739,false
B737NG-600-Full-Anon,1459,1920,1408,0.8975741239892183,23.928825323,1099,0.4811320754716981,161.354094098,742,false
Cost:
Instance,N ops,Cost UB,Cost 1st sol,Gap 1st sol,Time to 1st sol,Cost best,Gap best,time to best,Cost LB,Optimum
B737NG-600-01-Anon,16,158750,138000,0.44881889763779526,0.192628968,95250,0.0,0.213541048,95250,true
B737NG-600-02-Anon,29,190000,130000,0.14035087719298245,0.489286511,114000,0.0,1.056603229,114000,true
B737NG-600-03-Anon,41,465000,337750,0.20195729537366547,0.771879532,279000,-0.0071174377224199285,4.488783338,281000,false
B737NG-600-04-Anon,54,307500,217750,0.1802168021680217,0.848461709,194750,0.05555555555555555,10.142012832,184500,false
B737NG-600-05-Anon,63,657500,454750,0.1519949335022166,0.981320118,412250,0.044331855604813175,13.69474392,394750,false
B737NG-600-06-Anon,105,1031250,720750,0.16437802907915994,2400.612595713,700750,0.13206785137318255,2468.384578093,619000,false
B737NG-600-07-Anon,104,1317500,928000,0.17356939614290232,1.859771984,873500,0.1046474865633892,69.833782103,790750,false
B737NG-600-08-Anon,111,835000,586750,0.16130628401781297,2401.013136124,578500,0.14497773379515091,2418.435220492,505250,false
B737NG-600-09-Anon,145,1081250,759250,0.162265595101416,2400.913786594,749750,0.14772292384232683,2498.576578955,653250,false
B737NG-600-10-Anon,126,1080000,767000,0.17773512476007677,2401.033547367,729500,0.1201535508637236,2419.150281898,651250,false
B737NG-600-20-Anon,294,4826250,3500750,0.20352385045122476,2402.011128655,3132500,0.07692307692307693,2523.308156402,2908750,false
B737NG-600-30-Anon,442,6730000,4737750,0.16923741362290226,2402.323921409,4390500,0.08353899308983218,2857.191763759,4052000,false
B737NG-600-40-Anon,588,6743750,4703500,0.1580696786901391,2402.830863149,4453750,0.09657761910624153,3007.572562106,4061500,false
B737NG-600-50-Anon,729,8550000,5858000,0.13791763791763792,2402.215678433,5677000,0.10275835275835275,3568.371541778,5148000,false
B737NG-600-60-Anon,890,10670000,7465750,0.16099059171137547,2403.006727634,7172500,0.11538760594044009,3377.688213729,6430500,false
B737NG-600-70-Anon,1028,9087500,6378750,0.1645367412140575,2403.536090977,6204750,0.1327704244637152,3598.399978963,5477500,false
B737NG-600-80-Anon,1166,11197500,7742750,0.14852035897055552,2403.209684566,7555000,0.12067047393013425,3453.998146378,6741500,false
B737NG-600-90-Anon,1310,14081250,9906500,0.16770296154412848,2403.948748787,9691000,0.14230145867098865,3530.050323678,8483750,false
B737NG-600-Full-Anon,1459,15280000,10690250,0.16122637410384533,2403.752179113,10514500,0.14213556376276343,3584.778056054,9206000,false
Instances:
B737NG-600-01-Anon
Time,0.017315068,0.192628968,0.194949439,0.196547668,0.199164872,0.204824744,0.209661049,0.21161972,0.213541048
Makespan,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Cost,138000.0,138000.0,134000.0,108500.0,105750.0,105250.0,103250.0,100250.0,95250.0

B737NG-600-02-Anon
Time,0.05463879,0.055644792,0.056392705,0.489286511,0.490996697,0.492513038,0.650394347,0.660919537,0.66274434,0.664917224,1.056603229
Makespan,49.0,40.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
Cost,127500.0,133250.0,130000.0,130000.0,129750.0,124250.0,124000.0,123000.0,120000.0,118750.0,114000.0

B737NG-600-03-Anon
Time,0.150935228,0.152230515,0.153197279,0.154128419,0.155252062,0.771879532,0.774384772,0.77678905,0.77900428,0.781045954,0.783368439,0.893431819,1.81941182,2.082186472,2.447981296,2.451674049,2.453681521,2.455820277,2.623984034,3.304767259,3.307073918,4.249105806,4.486323325,4.488783338
Makespan,64.0,59.0,49.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
Cost,334750.0,324500.0,320250.0,323000.0,337750.0,337750.0,336750.0,326500.0,316000.0,312500.0,310250.0,306500.0,306000.0,296000.0,295000.0,293000.0,292000.0,291500.0,291000.0,289500.0,289000.0,285000.0,281000.0,279000.0

B737NG-600-04-Anon
Time,0.28448465,0.288655548,0.290537241,0.29201801,0.294292838,0.298790835,0.302054184,0.848461709,0.852440562,0.858729723,0.866422327,0.87263108,1.374268411,1.56558758,1.892203768,2.063854063,2.355007083,2.554798594,3.024288885,3.840950078,4.575221129,4.832538008,10.142012832
Makespan,40.0,39.0,38.0,37.0,35.0,34.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
Cost,205000.0,215000.0,214750.0,226250.0,216500.0,212500.0,217750.0,217750.0,216250.0,213250.0,212250.0,212000.0,211750.0,209500.0,205750.0,201250.0,199500.0,198250.0,198000.0,197000.0,196250.0,195000.0,194750.0

B737NG-600-05-Anon
Time,0.42407093,0.428537602,0.431084951,0.433131703,0.434933925,0.437183114,0.438971105,0.441747154,0.444059595,0.446694884,0.981320118,1.325776557,1.338033338,1.343012508,1.349673766,2.370083968,2.632440065,3.675396603,6.135810548,6.139341708,6.142977523,6.557435884,6.829663633,7.454000542,7.71476182,10.060095747,13.69474392
Makespan,70.0,67.0,65.0,64.0,63.0,62.0,61.0,57.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Cost,463750.0,452250.0,461250.0,463500.0,466250.0,459250.0,466750.0,466250.0,464500.0,454750.0,454750.0,454000.0,447250.0,446750.0,444750.0,436750.0,423750.0,419500.0,419000.0,418750.0,418250.0,417500.0,417250.0,416250.0,414250.0,413250.0,412250.0

B737NG-600-06-Anon
Time,0.521619236,0.531839636,0.693510312,0.698941446,0.705070111,0.711214414,0.717552866,0.723865193,0.730597097,0.737579492,1.176437062,2400.612595713,2400.77848697,2400.786099903,2401.681344778,2405.386196452,2406.794822342,2408.278310384,2410.78221759,2415.94832554,2416.213493276,2417.66321031,2419.06996259,2463.870196057,2468.384578093
Makespan,166.0,165.0,164.0,162.0,161.0,160.0,159.0,155.0,154.0,153.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0
Cost,752750.0,733250.0,690250.0,722250.0,737500.0,718250.0,741750.0,716000.0,717250.0,708250.0,720750.0,720750.0,720500.0,719750.0,712750.0,712000.0,706500.0,706250.0,702250.0,702000.0,701750.0,701500.0,701250.0,701000.0,700750.0

B737NG-600-07-Anon
Time,0.614977513,0.621773141,0.79659654,0.802931128,0.809638278,0.816670457,0.824598388,0.842692084,1.28448615,1.289276359,1.859771984,2.059558595,2.067333093,2.074260639,2.081911115,7.015934459,7.023087753,7.273545921,7.292264218,7.716468749,7.723565506,8.423211508,10.727842046,10.900150322,11.41077055,12.424099003,13.368559216,13.375047075,18.592690691,18.98669522,19.82421923,22.419219413,23.748833721,31.135180423,34.256201142,69.833782103
